CMDLINE /opt/conda/bin/python mainlp.py
MEM 2627.433594 1725060077.9354
MEM 3287.433594 1725060078.0358
MEM 3795.433594 1725060078.1364
MEM 1953.378906 1725060078.2369
MEM 1953.378906 1725060078.3373
MEM 313.812500 1725060078.4378
MEM 573.812500 1725060078.5382
MEM 1067.812500 1725060078.6386
MEM 1539.812500 1725060078.7391
MEM 2153.054688 1725060078.8396
MEM 2583.054688 1725060078.9400
MEM 2985.054688 1725060079.0404
MEM 3403.054688 1725060079.1408
MEM 3623.054688 1725060079.2412
MEM 3767.054688 1725060079.3417
MEM 2347.433594 1725060079.4421
MEM 2895.433594 1725060079.5426
MEM 3517.433594 1725060079.6431
MEM 3795.433594 1725060079.7434
MEM 1953.378906 1725060079.8439
MEM 467.812500 1725060079.9447
MEM 997.812500 1725060080.0452
MEM 1643.812500 1725060080.1457
MEM 2209.054688 1725060080.2462
MEM 2671.054688 1725060080.3466
MEM 3079.054688 1725060080.4470
MEM 3473.054688 1725060080.5474
MEM 3741.054688 1725060080.6478
MEM 2423.433594 1725060080.7483
MEM 3077.433594 1725060080.8488
MEM 3725.433594 1725060080.9498
MEM 3795.433594 1725060081.0502
MEM 109.757812 1725060081.1506
MEM 457.812500 1725060081.2513
MEM 1031.812500 1725060081.3517
MEM 1589.812500 1725060081.4522
MEM 2169.054688 1725060081.5525
MEM 2633.054688 1725060081.6530
MEM 3047.054688 1725060081.7534
MEM 3443.054688 1725060081.8539
MEM 1975.378906 1725060081.9544
MEM 2621.433594 1725060082.0548
MEM 3293.433594 1725060082.1553
MEM 3795.433594 1725060082.2558
MEM 3795.433594 1725060082.3563
MEM 1953.378906 1725060082.4568
MEM 321.812500 1725060082.5574
MEM 885.812500 1725060082.6579
MEM 1559.812500 1725060082.7585
MEM 1965.054688 1725060082.8589
MEM 2443.054688 1725060082.9593
MEM 2891.054688 1725060083.0597
MEM 3311.054688 1725060083.1601
MEM 3585.054688 1725060083.2605
MEM 3755.054688 1725060083.3608
MEM 2331.433594 1725060083.4612
MEM 2929.433594 1725060083.5617
MEM 3549.433594 1725060083.6622
MEM 3795.433594 1725060083.7628
MEM 1953.378906 1725060083.8632
MEM 255.812500 1725060083.9637
MEM 785.812500 1725060084.0640
MEM 1387.812500 1725060084.1645
MEM 2005.054688 1725060084.2652
MEM 2383.054688 1725060084.3656
MEM 2781.054688 1725060084.4662
MEM 3197.054688 1725060084.5668
MEM 3601.054688 1725060084.6673
MEM 2267.433594 1725060084.7679
MEM 2953.433594 1725060084.8757
MEM 3111.433594 1725060084.9762
MEM 3483.433594 1725060085.0768
MEM 3795.433594 1725060085.1772
MEM 1953.378906 1725060085.2775
MEM 215.812500 1725060085.3780
MEM 773.812500 1725060085.4784
MEM 1421.812500 1725060085.5789
MEM 2075.054688 1725060085.6793
MEM 2537.054688 1725060085.7797
MEM 3001.054688 1725060085.8802
MEM 3397.054688 1725060085.9807
MEM 3749.054688 1725060086.0816
MEM 2435.433594 1725060086.1821
MEM 3037.433594 1725060086.2825
MEM 3663.433594 1725060086.3831
MEM 3795.433594 1725060086.4836
MEM 1953.378906 1725060086.5842
MEM 109.757812 1725060086.6845
MEM 399.816406 1725060086.7850
MEM 1133.816406 1725060086.8856
MEM 1829.816406 1725060086.9864
MEM 2107.058594 1725060087.0868
MEM 2573.058594 1725060087.1872
MEM 3003.058594 1725060087.2876
MEM 3397.058594 1725060087.3880
MEM 3643.058594 1725060087.4884
MEM 2109.437500 1725060087.5889
MEM 2725.437500 1725060087.6898
MEM 3295.437500 1725060087.7904
MEM 3795.437500 1725060087.8908
MEM 3795.437500 1725060087.9913
MEM 1953.382812 1725060088.0917
MEM 511.816406 1725060088.1921
MEM 1073.816406 1725060088.2926
MEM 1769.816406 1725060088.3930
MEM 2301.058594 1725060088.4935
MEM 2767.058594 1725060088.5939
MEM 3191.058594 1725060088.6944
MEM 3589.058594 1725060088.7949
MEM 2257.437500 1725060088.8954
MEM 2907.437500 1725060088.9960
MEM 3567.437500 1725060089.0964
MEM 3795.437500 1725060089.1968
MEM 1953.382812 1725060089.2972
MEM 109.761719 1725060089.3977
MEM 675.816406 1725060089.4981
MEM 1259.816406 1725060089.5986
MEM 1903.816406 1725060089.6991
MEM 2327.058594 1725060089.7994
MEM 2709.058594 1725060089.8998
MEM 3049.058594 1725060090.0002
MEM 3437.058594 1725060090.1005
MEM 1961.382812 1725060090.2010
MEM 2615.437500 1725060090.3015
MEM 3241.437500 1725060090.4019
MEM 3795.437500 1725060090.5024
MEM 1953.382812 1725060090.6028
MEM 1953.382812 1725060090.7033
MEM 487.816406 1725060090.8037
MEM 1031.816406 1725060090.9042
MEM 1687.816406 1725060091.0046
MEM 2251.058594 1725060091.1050
MEM 2715.058594 1725060091.2059
MEM 3095.058594 1725060091.3064
MEM 3293.058594 1725060091.4067
MEM 3605.058594 1725060091.5071
MEM 3795.058594 1725060091.6074
MEM 2575.437500 1725060091.7079
MEM 3177.437500 1725060091.8086
MEM 3743.437500 1725060091.9090
MEM 3795.437500 1725060092.0095
MEM 1953.382812 1725060092.1099
MEM 447.816406 1725060092.2103
MEM 1003.816406 1725060092.3107
MEM 1735.816406 1725060092.4111
MEM 2223.058594 1725060092.5116
MEM 2689.058594 1725060092.6121
MEM 3111.058594 1725060092.7126
MEM 3515.058594 1725060092.8130
MEM 2145.437500 1725060092.9135
MEM 2811.437500 1725060093.0139
MEM 3455.437500 1725060093.1147
MEM 3795.437500 1725060093.2151
MEM 1953.382812 1725060093.3157
MEM 1953.382812 1725060093.4162
MEM 523.816406 1725060093.5168
MEM 1001.816406 1725060093.6171
MEM 1341.816406 1725060093.7175
MEM 1995.058594 1725060093.8180
MEM 2459.058594 1725060093.9184
MEM 2869.058594 1725060094.0188
MEM 3265.058594 1725060094.1192
MEM 3481.058594 1725060094.2196
MEM 3585.058594 1725060094.3199
MEM 3695.058594 1725060094.4203
MEM 3793.058594 1725060094.5206
MEM 2509.437500 1725060094.6211
MEM 3143.437500 1725060094.7216
MEM 3785.437500 1725060094.8221
MEM 1953.382812 1725060094.9225
MEM 109.761719 1725060095.0229
MEM 239.816406 1725060095.1234
MEM 819.816406 1725060095.2238
MEM 1503.816406 1725060095.3242
MEM 2123.058594 1725060095.4246
MEM 2587.058594 1725060095.5249
MEM 3025.058594 1725060095.6254
MEM 3413.058594 1725060095.7261
MEM 3581.058594 1725060095.8265
MEM 3769.058594 1725060095.9270
MEM 2487.437500 1725060096.0274
MEM 3079.437500 1725060096.1279
MEM 3651.437500 1725060096.2284
MEM 3795.437500 1725060096.3292
MEM 1953.382812 1725060096.4295
MEM 527.816406 1725060096.5299
MEM 1115.816406 1725060096.6303
MEM 1835.816406 1725060096.7307
MEM 2347.058594 1725060096.8311
MEM 2821.058594 1725060096.9315
MEM 3255.058594 1725060097.0319
MEM 3667.058594 1725060097.1324
MEM 2365.437500 1725060097.2329
MEM 3023.437500 1725060097.3334
MEM 3669.437500 1725060097.4338
MEM 3795.437500 1725060097.5343
MEM 1953.382812 1725060097.6348
MEM 443.816406 1725060097.7352
MEM 1033.816406 1725060097.8357
MEM 1309.816406 1725060097.9362
MEM 1865.816406 1725060098.0367
MEM 2291.058594 1725060098.1372
MEM 2647.058594 1725060098.2377
MEM 2961.058594 1725060098.3382
MEM 3315.058594 1725060098.4386
MEM 3577.058594 1725060098.5390
MEM 3795.058594 1725060098.6394
MEM 2549.437500 1725060098.7400
MEM 3151.437500 1725060098.8405
MEM 3745.437500 1725060098.9410
MEM 3795.437500 1725060099.0413
MEM 1953.382812 1725060099.1417
MEM 505.816406 1725060099.2422
MEM 1011.816406 1725060099.3427
MEM 1671.816406 1725060099.4432
MEM 2239.058594 1725060099.5436
MEM 2705.058594 1725060099.6440
MEM 3127.058594 1725060099.7446
MEM 3511.058594 1725060099.8450
MEM 1995.382812 1725060099.9455
MEM 2625.437500 1725060100.0462
MEM 3095.437500 1725060100.1465
MEM 3399.437500 1725060100.2470
MEM 3723.437500 1725060100.3473
MEM 3795.437500 1725060100.4477
MEM 1953.382812 1725060100.5481
MEM 377.816406 1725060100.6485
MEM 927.816406 1725060100.7489
MEM 1565.816406 1725060100.8493
MEM 2135.058594 1725060100.9497
MEM 2519.058594 1725060101.0501
MEM 2881.058594 1725060101.1506
MEM 3261.058594 1725060101.2509
MEM 3667.058594 1725060101.3514
MEM 2315.437500 1725060101.4524
MEM 2929.437500 1725060101.5529
MEM 3557.437500 1725060101.6534
MEM 3795.437500 1725060101.7540
MEM 1953.382812 1725060101.8545
MEM 197.761719 1725060101.9551
MEM 665.816406 1725060102.0556
MEM 1245.816406 1725060102.1561
MEM 1599.816406 1725060102.2566
MEM 2159.058594 1725060102.3571
MEM 2475.058594 1725060102.4576
MEM 2751.058594 1725060102.5582
MEM 3059.058594 1725060102.6587
MEM 3421.058594 1725060102.7591
MEM 3681.058594 1725060102.8595
MEM 2239.437500 1725060102.9600
MEM 2885.437500 1725060103.0605
MEM 3541.437500 1725060103.1610
MEM 3795.437500 1725060103.2614
MEM 1953.382812 1725060103.3618
MEM 131.761719 1725060103.4624
MEM 693.816406 1725060103.5628
MEM 1307.816406 1725060103.6633
MEM 1979.058594 1725060103.7638
MEM 2425.058594 1725060103.8642
MEM 2887.058594 1725060103.9646
MEM 3297.058594 1725060104.0652
MEM 3713.058594 1725060104.1656
MEM 2437.437500 1725060104.2662
MEM 3049.437500 1725060104.3667
MEM 3215.437500 1725060104.4671
MEM 3699.437500 1725060104.5676
MEM 3795.437500 1725060104.6681
MEM 1953.382812 1725060104.7686
MEM 553.816406 1725060104.8690
MEM 1131.816406 1725060104.9695
MEM 1809.816406 1725060105.0700
MEM 2323.058594 1725060105.1705
MEM 2795.058594 1725060105.2710
MEM 3199.058594 1725060105.3714
MEM 3609.058594 1725060105.4718
MEM 2263.437500 1725060105.5724
MEM 2927.437500 1725060105.6729
MEM 3595.437500 1725060105.7734
MEM 3795.437500 1725060105.8738
MEM 1953.382812 1725060105.9742
MEM 123.761719 1725060106.0749
MEM 703.816406 1725060106.1753
MEM 1367.816406 1725060106.2758
MEM 2037.058594 1725060106.3763
MEM 2505.058594 1725060106.4767
MEM 2829.058594 1725060106.5777
MEM 3237.058594 1725060106.6782
MEM 3601.058594 1725060106.7786
MEM 2007.382812 1725060106.8791
MEM 2669.437500 1725060106.9796
MEM 3317.437500 1725060107.0785
MEM 3795.437500 1725060107.1790
MEM 1953.382812 1725060107.2794
MEM 261.816406 1725060107.3799
MEM 781.816406 1725060107.4804
MEM 1385.816406 1725060107.5809
MEM 2039.058594 1725060107.6813
MEM 2467.058594 1725060107.7817
MEM 2925.058594 1725060107.8822
MEM 3339.058594 1725060107.9827
MEM 3755.058594 1725060108.0832
MEM 2529.437500 1725060108.1837
MEM 3209.437500 1725060108.2842
MEM 3795.437500 1725060108.3847
MEM 1953.382812 1725060108.4851
MEM 109.761719 1725060108.5855
MEM 371.820312 1725060108.6860
MEM 935.820312 1725060108.7865
MEM 1355.820312 1725060108.8869
MEM 2023.062500 1725060108.9873
MEM 2497.062500 1725060109.0878
MEM 2923.062500 1725060109.1883
MEM 3343.062500 1725060109.2888
MEM 3591.062500 1725060109.3892
MEM 3783.062500 1725060109.4896
MEM 2499.441406 1725060109.5901
MEM 3091.441406 1725060109.6907
MEM 3721.441406 1725060109.7911
MEM 3795.441406 1725060109.8916
MEM 1953.386719 1725060109.9919
MEM 497.820312 1725060110.0924
MEM 1023.820312 1725060110.1930
MEM 1659.820312 1725060110.2935
MEM 2213.062500 1725060110.3939
MEM 2661.062500 1725060110.4944
MEM 3083.062500 1725060110.5950
MEM 3479.062500 1725060110.6954
MEM 2057.441406 1725060110.7958
MEM 2711.441406 1725060110.8963
MEM 3099.441406 1725060110.9968
MEM 3329.441406 1725060111.0973
MEM 3623.441406 1725060111.1977
MEM 3791.441406 1725060111.2980
MEM 1953.386719 1725060111.3984
MEM 109.765625 1725060111.4988
MEM 601.820312 1725060111.5992
MEM 1227.820312 1725060111.7001
MEM 1927.820312 1725060111.8006
MEM 2405.062500 1725060111.9010
MEM 2871.062500 1725060112.0015
MEM 3285.062500 1725060112.1019
MEM 3695.062500 1725060112.2024
MEM 2427.441406 1725060112.3028
MEM 3083.441406 1725060112.4033
MEM 3711.441406 1725060112.5039
MEM 3795.441406 1725060112.6043
MEM 1953.386719 1725060112.7051
MEM 293.820312 1725060112.8056
MEM 781.820312 1725060112.9061
MEM 1411.820312 1725060113.0065
MEM 1952.976562 1725060113.1069
MEM 2401.062500 1725060113.2074
MEM 2837.062500 1725060113.3078
MEM 3177.062500 1725060113.4083
MEM 3463.062500 1725060113.5087
MEM 3647.062500 1725060113.6092
MEM 1987.386719 1725060113.7098
MEM 2433.441406 1725060113.8103
MEM 2941.441406 1725060113.9108
MEM 3555.441406 1725060114.0113
MEM 3795.441406 1725060114.1117
MEM 1953.386719 1725060114.2121
MEM 187.765625 1725060114.3126
MEM 717.820312 1725060114.4130
MEM 1359.820312 1725060114.5136
MEM 2009.062500 1725060114.6141
MEM 2447.062500 1725060114.7146
MEM 2877.062500 1725060114.8150
MEM 3231.062500 1725060114.9155
MEM 3561.062500 1725060115.0159
MEM 2097.441406 1725060115.1164
MEM 2673.441406 1725060115.2169
MEM 3105.441406 1725060115.3174
MEM 3595.441406 1725060115.4178
MEM 3795.441406 1725060115.5182
MEM 1953.386719 1725060115.6187
MEM 109.765625 1725060115.7192
MEM 109.765625 1725060115.8195
MEM 109.765625 1725060115.9199
MEM 109.765625 1725060116.0202
MEM 126.007812 1725060116.1206
MEM 142.714844 1725060116.2209
MEM 142.714844 1725060116.3213
MEM 142.714844 1725060116.4218
MEM 142.714844 1725060116.5222
MEM 142.714844 1725060116.6226
MEM 142.714844 1725060116.7229
MEM 142.714844 1725060116.8242
MEM 142.714844 1725060116.9246
MEM 142.714844 1725060117.0253
MEM 142.714844 1725060117.1256
MEM 142.714844 1725060117.2260
MEM 142.714844 1725060117.3264
MEM 142.714844 1725060117.4269
MEM 142.714844 1725060117.5274
MEM 142.714844 1725060117.6278
MEM 142.714844 1725060117.7283
MEM 142.714844 1725060117.8288
MEM 142.714844 1725060117.9292
MEM 142.714844 1725060118.0295
MEM 142.714844 1725060118.1302
MEM 142.714844 1725060118.2308
MEM 142.714844 1725060118.3312
MEM 142.714844 1725060118.4316
MEM 142.714844 1725060118.5321
MEM 142.714844 1725060118.6325
MEM 142.714844 1725060118.7330
MEM 142.714844 1725060118.8333
MEM 142.714844 1725060118.9338
MEM 142.714844 1725060119.0341
MEM 142.714844 1725060119.1346
MEM 142.714844 1725060119.2351
MEM 142.714844 1725060119.3357
MEM 142.714844 1725060119.4360
MEM 142.714844 1725060119.5364
MEM 142.714844 1725060119.6368
MEM 142.714844 1725060119.7374
MEM 142.714844 1725060119.8378
MEM 142.714844 1725060119.9383
MEM 142.714844 1725060120.0388
MEM 142.714844 1725060120.1393
MEM 142.714844 1725060120.2397
MEM 142.714844 1725060120.3402
MEM 142.714844 1725060120.4406
MEM 142.714844 1725060120.5409
MEM 143.300781 1725060120.6412
MEM 418.957031 1725060120.7417
MEM 296.781250 1725060120.8421
MEM 372.496094 1725060120.9424
MEM 310.496094 1725060121.0429
MEM 181.242188 1725060121.1433
MEM 159.242188 1725060121.2438
MEM 296.781250 1725060121.3442
MEM 364.957031 1725060121.4447
MEM 442.496094 1725060121.5452
MEM 382.496094 1725060121.6456
MEM 356.496094 1725060121.7460
MEM 277.417969 1725060121.8465
MEM 237.417969 1725060121.9479
MEM 296.781250 1725060122.0483
MEM 300.781250 1725060122.1488
MEM 285.417969 1725060122.2498
MEM 177.242188 1725060122.3502
MEM 448.957031 1725060122.4507
MEM 330.781250 1725060122.5512
MEM 340.496094 1725060122.6516
MEM 285.417969 1725060122.7520
MEM 143.242188 1725060122.8524
MEM 404.957031 1725060122.9529
MEM 336.957031 1725060123.0533
MEM 394.496094 1725060123.1538
MEM 354.496094 1725060123.2542
MEM 245.417969 1725060123.3548
MEM 229.417969 1725060123.4553
MEM 143.242188 1725060123.5556
MEM 408.957031 1725060123.6560
MEM 384.957031 1725060123.7565
MEM 414.496094 1725060123.8569
MEM 378.496094 1725060123.9573
MEM 308.496094 1725060124.0577
MEM 267.417969 1725060124.1583
MEM 143.242188 1725060124.2587
MEM 324.781250 1725060124.3591
MEM 296.781250 1725060124.4595
MEM 448.957031 1725060124.5598
MEM 414.496094 1725060124.6603
MEM 358.496094 1725060124.7608
MEM 203.417969 1725060124.8612
MEM 448.957031 1725060124.9616
MEM 342.957031 1725060125.0619
MEM 406.496094 1725060125.1624
MEM 362.496094 1725060125.2628
MEM 231.417969 1725060125.3632
MEM 199.417969 1725060125.4639
MEM 143.242188 1725060125.5643
MEM 448.957031 1725060125.6647
MEM 426.957031 1725060125.7651
MEM 296.781250 1725060125.8656
MEM 410.496094 1725060125.9659
MEM 251.417969 1725060126.0665
MEM 207.417969 1725060126.1670
MEM 143.242188 1725060126.2673
MEM 340.957031 1725060126.3678
MEM 402.496094 1725060126.4684
MEM 143.242188 1725060126.5689
MEM 324.496094 1725060126.6693
MEM 159.242188 1725060126.7697
MEM 296.781250 1725060126.8701
MEM 366.957031 1725060126.9705
MEM 442.496094 1725060127.0714
MEM 295.984375 1725060127.1718
MEM 253.417969 1725060127.2723
MEM 143.242188 1725060127.3727
MEM 340.957031 1725060127.4731
MEM 414.496094 1725060127.5735
MEM 249.417969 1725060127.6740
MEM 173.242188 1725060127.7745
MEM 448.957031 1725060127.8749
MEM 416.496094 1725060127.9754
MEM 362.496094 1725060128.0758
MEM 163.242188 1725060128.1763
MEM 296.781250 1725060128.2767
MEM 432.957031 1725060128.3771
MEM 438.496094 1725060128.4775
MEM 404.496094 1725060128.5780
MEM 239.417969 1725060128.6785
MEM 145.242188 1725060128.7788
MEM 372.957031 1725060128.8793
MEM 368.496094 1725060128.9798
MEM 322.496094 1725060129.0802
MEM 193.417969 1725060129.1807
MEM 157.242188 1725060129.2810
MEM 448.957031 1725060129.3813
MEM 302.781250 1725060129.4816
MEM 412.496094 1725060129.5820
MEM 243.417969 1725060129.6824
MEM 191.417969 1725060129.7829
MEM 448.957031 1725060129.8832
MEM 402.496094 1725060129.9837
MEM 344.496094 1725060130.0841
MEM 167.242188 1725060130.1846
MEM 296.781250 1725060130.2850
MEM 314.781250 1725060130.3855
MEM 257.417969 1725060130.4860
MEM 235.417969 1725060130.5865
MEM 296.781250 1725060130.6869
MEM 364.496094 1725060130.7875
MEM 257.417969 1725060130.8879
MEM 408.957031 1725060130.9883
MEM 275.417969 1725060131.0887
MEM 153.242188 1725060131.1892
MEM 448.957031 1725060131.2895
MEM 370.496094 1725060131.3898
MEM 308.496094 1725060131.4902
MEM 143.242188 1725060131.5906
MEM 448.957031 1725060131.6909
MEM 368.957031 1725060131.7913
MEM 368.496094 1725060131.8918
MEM 332.496094 1725060131.9922
MEM 143.242188 1725060132.0926
MEM 444.957031 1725060132.1937
MEM 360.957031 1725060132.2941
MEM 374.496094 1725060132.3948
MEM 300.496094 1725060132.4952
MEM 143.242188 1725060132.5956
MEM 448.957031 1725060132.6960
MEM 400.957031 1725060132.7964
MEM 350.496094 1725060132.8967
MEM 306.496094 1725060132.9973
MEM 416.957031 1725060133.0976
MEM 358.496094 1725060133.1980
MEM 310.496094 1725060133.2986
MEM 143.242188 1725060133.3989
MEM 388.957031 1725060133.4994
MEM 312.781250 1725060133.5999
MEM 312.496094 1725060133.7003
MEM 295.710938 1725060133.8007
MEM 143.242188 1725060133.9010
MEM 378.957031 1725060134.0015
MEM 308.781250 1725060134.1020
MEM 318.496094 1725060134.2023
MEM 277.417969 1725060134.3028
MEM 143.242188 1725060134.4032
MEM 296.781250 1725060134.5037
MEM 448.957031 1725060134.6040
MEM 446.496094 1725060134.7045
MEM 416.496094 1725060134.8048
MEM 249.417969 1725060134.9052
MEM 195.417969 1725060135.0058
MEM 296.781250 1725060135.1061
MEM 348.496094 1725060135.2066
MEM 215.417969 1725060135.3070
MEM 143.242188 1725060135.4073
MEM 408.496094 1725060135.5077
MEM 358.496094 1725060135.6083
MEM 231.417969 1725060135.7088
MEM 181.242188 1725060135.8092
MEM 296.781250 1725060135.9096
MEM 384.496094 1725060136.0100
MEM 358.496094 1725060136.1104
MEM 145.242188 1725060136.2110
MEM 448.957031 1725060136.3113
MEM 378.957031 1725060136.4117
MEM 328.496094 1725060136.5121
MEM 295.984375 1725060136.6125
MEM 143.242188 1725060136.7129
MEM 448.957031 1725060136.8132
MEM 404.957031 1725060136.9137
MEM 316.496094 1725060137.0141
MEM 209.417969 1725060137.1134
MEM 296.781250 1725060137.2137
MEM 324.496094 1725060137.3318
MEM 167.242188 1725060137.4322
MEM 296.781250 1725060137.5326
MEM 446.496094 1725060137.6329
MEM 396.496094 1725060137.7334
MEM 283.417969 1725060137.8339
MEM 201.417969 1725060137.9344
MEM 296.781250 1725060138.0349
MEM 388.496094 1725060138.1353
MEM 330.496094 1725060138.2359
MEM 143.242188 1725060138.3362
MEM 446.957031 1725060138.4366
MEM 360.957031 1725060138.5371
MEM 350.496094 1725060138.6375
MEM 310.496094 1725060138.7379
MEM 193.417969 1725060138.8384
MEM 169.242188 1725060138.9389
MEM 143.242188 1725060139.0392
MEM 330.781250 1725060139.1397
MEM 428.496094 1725060139.2400
MEM 199.417969 1725060139.3405
MEM 149.242188 1725060139.4408
MEM 444.496094 1725060139.5413
MEM 296.394531 1725060139.6417
MEM 251.417969 1725060139.7421
MEM 143.242188 1725060139.8425
MEM 364.957031 1725060139.9430
MEM 420.496094 1725060140.0434
MEM 247.417969 1725060140.1439
MEM 189.417969 1725060140.2444
MEM 296.781250 1725060140.3449
MEM 406.496094 1725060140.4453
MEM 342.496094 1725060140.5458
MEM 189.417969 1725060140.6463
MEM 296.781250 1725060140.7466
MEM 422.957031 1725060140.8470
MEM 352.496094 1725060140.9474
MEM 239.417969 1725060141.0479
MEM 143.242188 1725060141.1481
MEM 370.957031 1725060141.2485
MEM 424.496094 1725060141.3490
MEM 203.417969 1725060141.4495
MEM 143.242188 1725060141.5498
MEM 446.496094 1725060141.6502
MEM 229.417969 1725060141.7507
MEM 185.417969 1725060141.8512
MEM 296.781250 1725060141.9516
MEM 384.957031 1725060142.0520
MEM 342.957031 1725060142.1524
MEM 295.574219 1725060142.2529
MEM 245.417969 1725060142.3534
MEM 143.242188 1725060142.4543
MEM 310.781250 1725060142.5548
MEM 346.496094 1725060142.6552
MEM 263.417969 1725060142.7557
MEM 203.417969 1725060142.8561
MEM 143.242188 1725060142.9564
MEM 356.957031 1725060143.0569
MEM 432.496094 1725060143.1572
MEM 350.496094 1725060143.2576
MEM 298.496094 1725060143.3581
MEM 143.242188 1725060143.4584
MEM 380.957031 1725060143.5589
MEM 390.496094 1725060143.6593
MEM 432.957031 1725060143.7597
MEM 418.496094 1725060143.8602
MEM 346.496094 1725060143.9607
MEM 171.242188 1725060144.0611
MEM 448.957031 1725060144.1615
MEM 316.781250 1725060144.2621
MEM 378.496094 1725060144.3624
MEM 300.496094 1725060144.4629
MEM 175.242188 1725060144.5635
MEM 448.957031 1725060144.6638
MEM 372.957031 1725060144.7643
MEM 388.496094 1725060144.8647
MEM 334.496094 1725060144.9651
MEM 179.242188 1725060145.0656
MEM 296.781250 1725060145.1661
MEM 422.957031 1725060145.2666
MEM 430.496094 1725060145.3671
MEM 396.496094 1725060145.4675
MEM 285.417969 1725060145.5682
MEM 225.417969 1725060145.6687
MEM 143.242188 1725060145.7691
MEM 320.781250 1725060145.8695
MEM 306.496094 1725060145.9700
MEM 159.242188 1725060146.0705
MEM 296.781250 1725060146.1709
MEM 448.957031 1725060146.2713
MEM 326.781250 1725060146.3717
MEM 302.781250 1725060146.4721
MEM 354.496094 1725060146.5726
MEM 328.496094 1725060146.6730
MEM 275.417969 1725060146.7736
MEM 219.417969 1725060146.8741
MEM 143.242188 1725060146.9746
MEM 448.957031 1725060147.0749
MEM 442.957031 1725060147.1753
MEM 300.781250 1725060147.2757
MEM 404.496094 1725060147.3761
MEM 304.496094 1725060147.4764
MEM 185.417969 1725060147.5774
MEM 296.781250 1725060147.6778
MEM 322.781250 1725060147.7782
MEM 442.496094 1725060147.8788
MEM 295.437500 1725060147.9792
MEM 436.957031 1725060148.0797
MEM 432.957031 1725060148.1802
MEM 412.496094 1725060148.2805
MEM 354.496094 1725060148.3809
MEM 247.417969 1725060148.4814
MEM 235.417969 1725060148.5818
MEM 143.242188 1725060148.6821
MEM 400.957031 1725060148.7827
MEM 432.496094 1725060148.8832
MEM 259.417969 1725060148.9837
MEM 296.781250 1725060149.0841
MEM 432.957031 1725060149.1845
MEM 388.496094 1725060149.2849
MEM 352.496094 1725060149.3853
MEM 143.242188 1725060149.4857
MEM 400.957031 1725060149.5861
MEM 306.781250 1725060149.6865
MEM 298.496094 1725060149.7870
MEM 231.417969 1725060149.8875
MEM 446.957031 1725060149.9880
MEM 380.496094 1725060150.0885
MEM 209.417969 1725060150.1889
MEM 143.242188 1725060150.2893
MEM 296.781250 1725060150.3897
MEM 318.496094 1725060150.4901
MEM 143.242188 1725060150.5904
MEM 440.496094 1725060150.6909
MEM 348.496094 1725060150.7914
MEM 189.417969 1725060150.8918
MEM 448.957031 1725060150.9922
MEM 416.957031 1725060151.0926
MEM 404.496094 1725060151.1930
MEM 366.496094 1725060151.2935
MEM 183.417969 1725060151.3940
MEM 296.781250 1725060151.4944
MEM 382.957031 1725060151.5948
MEM 410.496094 1725060151.6953
MEM 366.496094 1725060151.7957
MEM 143.242188 1725060151.8961
MEM 376.496094 1725060151.9965
MEM 191.417969 1725060152.0970
MEM 300.781250 1725060152.1974
MEM 143.242188 1725060152.2978
MEM 420.496094 1725060152.3985
MEM 310.496094 1725060152.4990
MEM 296.781250 1725060152.5994
MEM 348.496094 1725060152.7002
MEM 217.417969 1725060152.8006
MEM 414.957031 1725060152.9011
MEM 269.417969 1725060153.0016
MEM 143.242188 1725060153.1020
MEM 396.957031 1725060153.2024
MEM 364.496094 1725060153.3029
MEM 279.417969 1725060153.4034
MEM 143.242188 1725060153.5037
MEM 344.957031 1725060153.6041
MEM 390.496094 1725060153.7045
MEM 189.417969 1725060153.8050
MEM 448.957031 1725060153.9055
MEM 444.496094 1725060154.0060
MEM 255.417969 1725060154.1065
MEM 195.417969 1725060154.2069
MEM 406.957031 1725060154.3074
MEM 392.496094 1725060154.4078
MEM 300.496094 1725060154.5082
MEM 143.242188 1725060154.6086
MEM 440.496094 1725060154.7091
MEM 376.496094 1725060154.8095
MEM 239.417969 1725060154.9099
MEM 173.242188 1725060155.0103
MEM 430.957031 1725060155.1107
MEM 340.496094 1725060155.2112
MEM 283.417969 1725060155.3117
MEM 143.242188 1725060155.4121
MEM 446.496094 1725060155.5126
MEM 404.496094 1725060155.6130
MEM 199.417969 1725060155.7138
MEM 296.781250 1725060155.8142
MEM 298.781250 1725060155.9147
MEM 281.417969 1725060156.0152
MEM 296.781250 1725060156.1157
MEM 354.957031 1725060156.2161
MEM 376.496094 1725060156.3166
MEM 296.781250 1725060156.4170
MEM 356.957031 1725060156.5176
MEM 183.417969 1725060156.6180
MEM 446.957031 1725060156.7185
MEM 302.781250 1725060156.8189
MEM 211.417969 1725060156.9194
MEM 167.242188 1725060157.0198
MEM 296.781250 1725060157.1202
MEM 444.496094 1725060157.2206
MEM 396.496094 1725060157.3210
MEM 223.417969 1725060157.4214
MEM 159.242188 1725060157.5218
MEM 296.781250 1725060157.6221
MEM 332.781250 1725060157.7225
MEM 428.496094 1725060157.8234
MEM 199.417969 1725060157.9239
MEM 149.242188 1725060158.0243
MEM 448.957031 1725060158.1246
MEM 410.496094 1725060158.2250
MEM 366.496094 1725060158.3255
MEM 143.242188 1725060158.4259
