CMDLINE /opt/conda/bin/python mainlp.py
MEM 336.496094 1725060158.5262
MEM 221.417969 1725060158.6267
MEM 143.242188 1725060158.7271
MEM 432.957031 1725060158.8276
MEM 400.957031 1725060158.9280
MEM 344.496094 1725060159.0284
MEM 326.496094 1725060159.1288
MEM 157.242188 1725060159.2292
MEM 296.781250 1725060159.3296
MEM 438.957031 1725060159.4300
MEM 300.781250 1725060159.5305
MEM 406.496094 1725060159.6309
MEM 143.242188 1725060159.7313
MEM 296.781250 1725060159.8317
MEM 382.957031 1725060159.9322
MEM 368.496094 1725060160.0326
MEM 316.496094 1725060160.1332
MEM 143.242188 1725060160.2336
MEM 448.957031 1725060160.3339
MEM 386.957031 1725060160.4343
MEM 261.417969 1725060160.5437
MEM 448.957031 1725060160.6441
MEM 380.957031 1725060160.7445
MEM 390.496094 1725060160.8451
MEM 332.496094 1725060160.9455
MEM 183.417969 1725060161.0460
MEM 159.242188 1725060161.1464
MEM 448.957031 1725060161.2468
MEM 392.496094 1725060161.3472
MEM 336.496094 1725060161.4476
MEM 165.242188 1725060161.5480
MEM 296.781250 1725060161.6485
MEM 406.957031 1725060161.7489
MEM 358.496094 1725060161.8493
MEM 348.496094 1725060161.9498
MEM 221.417969 1725060162.0502
MEM 177.242188 1725060162.1507
MEM 296.781250 1725060162.2511
MEM 438.496094 1725060162.3515
MEM 414.496094 1725060162.4520
MEM 253.417969 1725060162.5525
MEM 296.781250 1725060162.6529
MEM 448.957031 1725060162.7532
MEM 442.496094 1725060162.8536
MEM 402.496094 1725060162.9545
MEM 211.417969 1725060163.0554
MEM 169.242188 1725060163.1557
MEM 296.781250 1725060163.2560
MEM 414.496094 1725060163.3564
MEM 386.496094 1725060163.4569
MEM 295.710938 1725060163.5573
MEM 235.417969 1725060163.6577
MEM 143.242188 1725060163.7582
MEM 448.957031 1725060163.8585
MEM 416.957031 1725060163.9589
MEM 143.242188 1725060164.0592
MEM 143.242188 1725060164.1596
MEM 143.242188 1725060164.2600
MEM 143.242188 1725060164.3603
MEM 143.242188 1725060164.4607
MEM 143.242188 1725060164.5612
MEM 143.242188 1725060164.6616
MEM 143.242188 1725060164.7621
MEM 143.242188 1725060164.8624
MEM 143.242188 1725060164.9627
MEM 143.242188 1725060165.0631
MEM 143.242188 1725060165.1636
MEM 143.242188 1725060165.2639
MEM 143.242188 1725060165.3642
MEM 143.242188 1725060165.4646
MEM 143.242188 1725060165.5649
MEM 143.242188 1725060165.6654
MEM 143.242188 1725060165.7657
MEM 143.242188 1725060165.8660
MEM 143.242188 1725060165.9664
MEM 143.242188 1725060166.0667
MEM 143.242188 1725060166.1670
MEM 143.242188 1725060166.2674
MEM 271.605469 1725060166.3678
MEM 317.605469 1725060166.4683
MEM 324.531250 1725060166.5687
MEM 191.457031 1725060166.6691
MEM 305.605469 1725060166.7696
MEM 324.531250 1725060166.8700
MEM 271.605469 1725060166.9704
MEM 241.605469 1725060167.0694
MEM 157.296875 1725060167.1700
MEM 143.296875 1725060167.2705
MEM 274.371094 1725060167.3710
MEM 324.531250 1725060167.4714
MEM 234.371094 1725060167.5718
MEM 143.296875 1725060167.6723
MEM 169.296875 1725060167.7730
MEM 143.296875 1725060167.8735
MEM 177.296875 1725060167.9740
MEM 205.457031 1725060168.0751
MEM 259.605469 1725060168.1757
MEM 219.457031 1725060168.2762
MEM 253.605469 1725060168.3767
MEM 181.296875 1725060168.4771
MEM 249.605469 1725060168.5776
MEM 233.550781 1725060168.6781
MEM 281.605469 1725060168.7793
MEM 251.605469 1725060168.8798
MEM 303.605469 1725060168.9802
MEM 253.605469 1725060169.0806
MEM 299.605469 1725060169.1811
MEM 237.605469 1725060169.2815
MEM 287.605469 1725060169.3819
MEM 243.605469 1725060169.4829
MEM 258.371094 1725060169.5834
MEM 248.371094 1725060169.6840
MEM 143.296875 1725060169.7843
MEM 294.531250 1725060169.8848
MEM 324.531250 1725060169.9851
MEM 252.371094 1725060170.0856
MEM 234.371094 1725060170.1861
MEM 302.531250 1725060170.2866
MEM 143.296875 1725060170.3870
MEM 286.531250 1725060170.4874
MEM 234.371094 1725060170.5878
MEM 234.371094 1725060170.6882
MEM 143.296875 1725060170.7886
MEM 251.605469 1725060170.8890
MEM 257.605469 1725060170.9895
MEM 209.457031 1725060171.0899
MEM 143.296875 1725060171.1902
MEM 285.605469 1725060171.2906
MEM 271.605469 1725060171.3911
MEM 294.531250 1725060171.4916
MEM 240.371094 1725060171.5920
MEM 143.296875 1725060171.6923
MEM 177.296875 1725060171.7928
MEM 161.296875 1725060171.8933
MEM 287.605469 1725060171.9938
MEM 281.605469 1725060172.0943
MEM 306.531250 1725060172.1947
MEM 324.531250 1725060172.2951
MEM 143.296875 1725060172.3954
MEM 283.605469 1725060172.4959
MEM 293.605469 1725060172.5965
MEM 310.531250 1725060172.6969
MEM 234.371094 1725060172.7974
MEM 143.296875 1725060172.8978
MEM 289.605469 1725060172.9982
MEM 240.371094 1725060173.0986
MEM 143.296875 1725060173.1994
MEM 238.371094 1725060173.2998
MEM 143.296875 1725060173.4001
MEM 239.605469 1725060173.5006
MEM 283.605469 1725060173.6010
MEM 324.531250 1725060173.7013
MEM 320.531250 1725060173.8018
MEM 143.296875 1725060173.9021
MEM 259.605469 1725060174.0026
MEM 265.605469 1725060174.1030
MEM 316.531250 1725060174.2034
MEM 282.531250 1725060174.3039
MEM 234.371094 1725060174.4044
MEM 149.296875 1725060174.5049
MEM 189.296875 1725060174.6053
MEM 319.605469 1725060174.7061
MEM 240.371094 1725060174.8065
MEM 143.296875 1725060174.9069
MEM 217.457031 1725060175.0073
MEM 215.457031 1725060175.1078
MEM 234.371094 1725060175.2083
MEM 275.605469 1725060175.3088
MEM 290.531250 1725060175.4092
MEM 290.531250 1725060175.5097
MEM 143.296875 1725060175.6100
MEM 235.605469 1725060175.7105
MEM 291.605469 1725060175.8109
MEM 143.296875 1725060175.9111
MEM 165.296875 1725060176.0115
MEM 189.296875 1725060176.1120
MEM 309.605469 1725060176.2124
MEM 309.605469 1725060176.3128
MEM 234.371094 1725060176.4132
MEM 234.371094 1725060176.5135
MEM 143.296875 1725060176.6139
MEM 229.457031 1725060176.7143
MEM 239.605469 1725060176.8148
MEM 284.531250 1725060176.9152
MEM 324.531250 1725060177.0155
MEM 155.296875 1725060177.1160
MEM 311.605469 1725060177.2165
MEM 240.371094 1725060177.3169
MEM 303.605469 1725060177.4172
MEM 291.605469 1725060177.5176
MEM 234.371094 1725060177.6180
MEM 324.531250 1725060177.7185
MEM 153.296875 1725060177.8189
MEM 301.605469 1725060177.9194
MEM 258.371094 1725060178.0198
MEM 143.296875 1725060178.1202
MEM 213.457031 1725060178.2206
MEM 257.605469 1725060178.3215
MEM 284.531250 1725060178.4219
MEM 324.531250 1725060178.5222
MEM 143.296875 1725060178.6226
MEM 255.605469 1725060178.7230
MEM 283.605469 1725060178.8234
MEM 143.296875 1725060178.9236
MEM 151.296875 1725060179.0241
MEM 143.296875 1725060179.1244
MEM 269.605469 1725060179.2249
MEM 259.605469 1725060179.3254
MEM 298.531250 1725060179.4259
MEM 211.457031 1725060179.5263
MEM 287.605469 1725060179.6267
MEM 219.457031 1725060179.7272
MEM 300.531250 1725060179.8275
MEM 287.605469 1725060179.9280
MEM 260.371094 1725060180.0284
MEM 269.605469 1725060180.1288
MEM 324.531250 1725060180.2292
MEM 250.371094 1725060180.3297
MEM 143.296875 1725060180.4300
MEM 234.371094 1725060180.5303
MEM 143.296875 1725060180.6307
MEM 209.457031 1725060180.7311
MEM 157.296875 1725060180.8317
MEM 287.605469 1725060180.9320
MEM 287.605469 1725060181.0324
MEM 234.371094 1725060181.1327
MEM 234.371094 1725060181.2331
MEM 143.296875 1725060181.3335
MEM 289.605469 1725060181.4339
MEM 285.605469 1725060181.5343
MEM 303.605469 1725060181.6348
MEM 321.605469 1725060181.7351
MEM 143.296875 1725060181.8355
MEM 219.457031 1725060181.9359
MEM 161.296875 1725060182.0364
MEM 313.605469 1725060182.1369
MEM 269.605469 1725060182.2373
MEM 314.531250 1725060182.3380
MEM 157.296875 1725060182.4384
MEM 143.296875 1725060182.5388
MEM 219.457031 1725060182.6393
MEM 167.296875 1725060182.7398
MEM 250.371094 1725060182.8402
MEM 303.605469 1725060182.9406
MEM 234.371094 1725060183.0409
MEM 143.296875 1725060183.1412
MEM 211.457031 1725060183.2417
MEM 254.371094 1725060183.3421
MEM 280.371094 1725060183.4432
MEM 143.296875 1725060183.5437
MEM 247.605469 1725060183.6442
MEM 233.457031 1725060183.7447
MEM 250.371094 1725060183.8451
MEM 244.371094 1725060183.9455
MEM 143.296875 1725060184.0458
MEM 143.296875 1725060184.1461
MEM 143.296875 1725060184.2464
MEM 295.167969 1725060184.3467
MEM 205.519531 1725060184.4473
MEM 342.816406 1725060184.5476
MEM 252.945312 1725060184.6480
MEM 280.816406 1725060184.7484
MEM 331.167969 1725060184.8489
MEM 223.519531 1725060184.9495
MEM 334.816406 1725060185.0499
MEM 361.167969 1725060185.1502
MEM 247.519531 1725060185.2508
MEM 344.816406 1725060185.3512
MEM 252.945312 1725060185.4516
MEM 260.816406 1725060185.5520
MEM 289.167969 1725060185.6524
MEM 161.519531 1725060185.7528
MEM 317.167969 1725060185.8533
MEM 173.519531 1725060185.9538
MEM 302.816406 1725060186.0542
MEM 291.167969 1725060186.1547
MEM 143.296875 1725060186.2551
MEM 266.816406 1725060186.3555
MEM 320.816406 1725060186.4559
MEM 353.167969 1725060186.5563
MEM 161.519531 1725060186.6568
MEM 264.816406 1725060186.7572
MEM 297.167969 1725060186.8576
MEM 173.519531 1725060186.9580
MEM 294.816406 1725060187.0585
MEM 361.167969 1725060187.1590
MEM 235.519531 1725060187.2595
MEM 348.816406 1725060187.3600
MEM 143.296875 1725060187.4603
MEM 286.816406 1725060187.5607
MEM 295.167969 1725060187.6612
MEM 171.519531 1725060187.7617
MEM 316.816406 1725060187.8620
MEM 284.816406 1725060187.9624
MEM 358.816406 1725060188.0628
MEM 252.945312 1725060188.1631
MEM 245.519531 1725060188.2636
MEM 356.816406 1725060188.3640
MEM 252.945312 1725060188.4644
MEM 249.519531 1725060188.5653
MEM 348.816406 1725060188.6656
MEM 252.945312 1725060188.7659
MEM 239.519531 1725060188.8663
MEM 358.816406 1725060188.9668
MEM 361.167969 1725060189.0672
MEM 183.519531 1725060189.1677
MEM 284.816406 1725060189.2681
MEM 348.816406 1725060189.3686
MEM 252.945312 1725060189.4689
MEM 201.519531 1725060189.5694
MEM 310.816406 1725060189.6698
MEM 331.167969 1725060189.7704
MEM 147.296875 1725060189.8707
MEM 161.519531 1725060189.9713
MEM 349.167969 1725060190.0718
MEM 143.296875 1725060190.1721
MEM 272.816406 1725060190.2726
MEM 348.816406 1725060190.3730
MEM 252.945312 1725060190.4733
MEM 169.519531 1725060190.5737
MEM 276.816406 1725060190.6741
MEM 321.167969 1725060190.7745
MEM 361.167969 1725060190.8750
MEM 251.839844 1725060190.9755
MEM 273.167969 1725060191.0758
MEM 165.519531 1725060191.1762
MEM 262.816406 1725060191.2767
MEM 262.945312 1725060191.3771
MEM 297.167969 1725060191.4776
MEM 252.945312 1725060191.5780
MEM 266.816406 1725060191.6784
MEM 291.167969 1725060191.7788
MEM 205.519531 1725060191.8795
MEM 342.816406 1725060191.9799
MEM 252.945312 1725060192.0802
MEM 361.167969 1725060192.1805
MEM 174.582031 1725060192.2809
MEM 202.582031 1725060192.3812
MEM 143.296875 1725060192.4817
MEM 400.398438 1725060192.5820
MEM 621.210938 1725060192.6823
MEM 214.398438 1725060192.7828
MEM 535.804688 1725060192.8832
MEM 386.398438 1725060192.9836
MEM 599.804688 1725060193.0841
MEM 481.210938 1725060193.1846
MEM 403.679688 1725060193.2850
MEM 517.210938 1725060193.3854
MEM 156.273438 1725060193.4859
MEM 425.679688 1725060193.5864
MEM 236.398438 1725060193.6872
MEM 433.679688 1725060193.7876
MEM 340.398438 1725060193.8880
MEM 541.804688 1725060193.9884
MEM 346.398438 1725060194.0887
MEM 567.804688 1725060194.1891
MEM 473.210938 1725060194.2895
MEM 403.679688 1725060194.3898
MEM 559.210938 1725060194.4902
MEM 198.273438 1725060194.5907
MEM 643.210938 1725060194.6911
MEM 228.398438 1725060194.7916
MEM 433.679688 1725060194.8921
MEM 382.398438 1725060194.9925
MEM 661.804688 1725060195.0929
MEM 465.210938 1725060195.1934
MEM 661.804688 1725060195.2938
MEM 551.210938 1725060195.3942
MEM 144.273438 1725060195.4948
MEM 617.210938 1725060195.5952
MEM 278.398438 1725060195.6957
MEM 517.804688 1725060195.7961
MEM 354.398438 1725060195.8967
MEM 551.804688 1725060195.9971
MEM 461.210938 1725060196.0975
MEM 403.679688 1725060196.1979
MEM 409.210938 1725060196.2982
MEM 599.210938 1725060196.3986
MEM 166.273438 1725060196.4991
MEM 621.210938 1725060196.5995
MEM 182.273438 1725060196.6999
MEM 415.679688 1725060196.8004
MEM 413.210938 1725060196.9009
MEM 661.804688 1725060197.0012
MEM 451.210938 1725060197.1000
MEM 403.679688 1725060197.2004
MEM 621.210938 1725060197.3008
MEM 170.273438 1725060197.4011
MEM 431.679688 1725060197.5016
MEM 374.398438 1725060197.6020
MEM 573.804688 1725060197.7024
MEM 394.398438 1725060197.8028
MEM 605.804688 1725060197.9033
MEM 515.210938 1725060198.0037
MEM 144.273438 1725060198.1041
MEM 529.210938 1725060198.2045
MEM 144.273438 1725060198.3048
MEM 625.210938 1725060198.4051
MEM 144.273438 1725060198.5056
MEM 461.210938 1725060198.6059
MEM 463.679688 1725060198.7064
MEM 423.210938 1725060198.8073
MEM 403.679688 1725060198.9076
MEM 487.210938 1725060199.0080
MEM 403.679688 1725060199.1083
MEM 615.210938 1725060199.2087
MEM 212.398438 1725060199.3092
MEM 421.679688 1725060199.4096
MEM 310.398438 1725060199.5101
MEM 517.804688 1725060199.6105
MEM 296.398438 1725060199.7109
MEM 481.804688 1725060199.8113
MEM 402.742188 1725060199.9117
MEM 595.804688 1725060200.0121
MEM 374.398438 1725060200.1126
MEM 565.804688 1725060200.2130
MEM 425.210938 1725060200.3134
MEM 635.804688 1725060200.4139
MEM 382.398438 1725060200.5144
MEM 625.210938 1725060200.6147
MEM 240.398438 1725060200.7153
MEM 529.804688 1725060200.8157
MEM 358.398438 1725060200.9162
MEM 595.804688 1725060201.0166
MEM 485.210938 1725060201.1170
MEM 144.273438 1725060201.2173
MEM 521.210938 1725060201.3177
MEM 144.273438 1725060201.4180
MEM 599.210938 1725060201.5185
MEM 144.273438 1725060201.6189
MEM 577.210938 1725060201.7193
MEM 218.398438 1725060201.8197
MEM 469.804688 1725060201.9201
MEM 196.273438 1725060202.0205
MEM 661.589844 1725060202.1209
MEM 300.398438 1725060202.2213
MEM 571.804688 1725060202.3217
MEM 328.398438 1725060202.4221
MEM 563.804688 1725060202.5226
MEM 417.210938 1725060202.6230
MEM 635.210938 1725060202.7234
MEM 176.273438 1725060202.8239
MEM 447.679688 1725060202.9244
MEM 402.398438 1725060203.0248
MEM 661.804688 1725060203.1252
MEM 467.210938 1725060203.2257
MEM 403.679688 1725060203.3260
MEM 623.210938 1725060203.4265
MEM 144.273438 1725060203.5272
MEM 493.210938 1725060203.6277
MEM 647.804688 1725060203.7282
MEM 433.210938 1725060203.8288
MEM 659.804688 1725060203.9298
MEM 374.398438 1725060204.0304
MEM 505.804688 1725060204.1308
MEM 407.210938 1725060204.2313
MEM 641.804688 1725060204.3317
MEM 376.398438 1725060204.4323
MEM 565.804688 1725060204.5328
MEM 326.398438 1725060204.6333
MEM 411.679688 1725060204.7339
MEM 144.273438 1725060204.8344
MEM 358.398438 1725060204.9349
MEM 587.210938 1725060205.0353
MEM 661.804688 1725060205.1357
MEM 481.210938 1725060205.2362
MEM 605.804688 1725060205.3366
MEM 272.398438 1725060205.4371
MEM 629.210938 1725060205.5375
MEM 166.273438 1725060205.6380
MEM 591.210938 1725060205.7385
MEM 403.679688 1725060205.8389
MEM 425.210938 1725060205.9393
MEM 551.804688 1725060206.0399
MEM 386.398438 1725060206.1404
MEM 461.679688 1725060206.2409
MEM 178.273438 1725060206.3415
MEM 583.210938 1725060206.4420
MEM 403.679688 1725060206.5425
MEM 571.210938 1725060206.6429
MEM 144.273438 1725060206.7434
MEM 459.210938 1725060206.8438
MEM 625.804688 1725060206.9443
MEM 485.210938 1725060207.0447
MEM 144.273438 1725060207.1450
MEM 517.210938 1725060207.2455
MEM 661.804688 1725060207.3459
MEM 571.210938 1725060207.4463
MEM 144.273438 1725060207.5466
MEM 569.210938 1725060207.6470
MEM 403.679688 1725060207.7474
MEM 505.210938 1725060207.8480
MEM 661.804688 1725060207.9484
MEM 320.398438 1725060208.0493
MEM 413.679688 1725060208.1499
MEM 266.398438 1725060208.2504
MEM 475.804688 1725060208.3508
MEM 226.398438 1725060208.4513
MEM 417.679688 1725060208.5516
MEM 318.398438 1725060208.6521
MEM 585.804688 1725060208.7527
MEM 338.398438 1725060208.8531
MEM 555.804688 1725060208.9536
MEM 451.210938 1725060209.0546
MEM 661.332031 1725060209.1550
MEM 144.273438 1725060209.2554
MEM 519.210938 1725060209.3559
MEM 661.804688 1725060209.4563
MEM 495.210938 1725060209.5567
MEM 403.679688 1725060209.6571
MEM 471.210938 1725060209.7575
MEM 661.804688 1725060209.8578
MEM 527.210938 1725060209.9582
MEM 403.679688 1725060210.0586
MEM 427.210938 1725060210.1590
MEM 639.804688 1725060210.2595
MEM 523.210938 1725060210.3599
MEM 144.273438 1725060210.4603
MEM 489.210938 1725060210.5607
MEM 661.804688 1725060210.6611
MEM 517.210938 1725060210.7615
MEM 144.273438 1725060210.8618
MEM 479.210938 1725060210.9622
MEM 661.804688 1725060211.0625
MEM 585.210938 1725060211.1628
MEM 657.804688 1725060211.2632
MEM 398.398438 1725060211.3636
MEM 581.804688 1725060211.4641
MEM 441.210938 1725060211.5645
MEM 661.804688 1725060211.6648
MEM 439.210938 1725060211.7652
MEM 661.804688 1725060211.8656
MEM 547.210938 1725060211.9660
MEM 144.273438 1725060212.0664
MEM 587.210938 1725060212.1669
MEM 210.398438 1725060212.2674
MEM 433.679688 1725060212.3679
MEM 228.398438 1725060212.4684
MEM 653.210938 1725060212.5690
MEM 256.398438 1725060212.6694
MEM 515.804688 1725060212.7699
MEM 144.273438 1725060212.8702
MEM 328.421875 1725060212.9707
MEM 719.953125 1725060213.0711
MEM 314.421875 1725060213.1715
MEM 508.187500 1725060213.2719
MEM 726.187500 1725060213.3723
MEM 515.953125 1725060213.4728
MEM 726.187500 1725060213.5731
MEM 595.953125 1725060213.6737
MEM 144.273438 1725060213.7739
MEM 617.953125 1725060213.8743
MEM 436.039062 1725060213.9746
MEM 661.953125 1725060214.0751
MEM 210.421875 1725060214.1761
MEM 661.953125 1725060214.2765
MEM 240.421875 1725060214.3771
MEM 691.953125 1725060214.4775
MEM 186.273438 1725060214.5780
MEM 637.953125 1725060214.6785
MEM 162.273438 1725060214.7790
MEM 635.953125 1725060214.8793
MEM 144.273438 1725060214.9796
MEM 593.953125 1725060215.0800
MEM 436.039062 1725060215.1804
MEM 643.953125 1725060215.2807
MEM 160.273438 1725060215.3812
MEM 597.953125 1725060215.4816
MEM 654.187500 1725060215.5820
MEM 487.953125 1725060215.6824
MEM 724.187500 1725060215.7828
MEM 428.421875 1725060215.8919
MEM 681.953125 1725060215.9923
MEM 208.421875 1725060216.0929
MEM 685.953125 1725060216.1934
MEM 166.273438 1725060216.2939
MEM 605.953125 1725060216.3943
MEM 436.039062 1725060216.4947
MEM 585.953125 1725060216.5951
MEM 436.039062 1725060216.6955
MEM 513.953125 1725060216.7960
MEM 726.187500 1725060216.8964
MEM 587.953125 1725060216.9969
MEM 144.273438 1725060217.0971
MEM 589.953125 1725060217.1975
MEM 726.187500 1725060217.2979
MEM 585.953125 1725060217.3983
MEM 144.273438 1725060217.4985
MEM 613.953125 1725060217.5989
MEM 556.187500 1725060217.6993
MEM 453.953125 1725060217.7997
MEM 712.187500 1725060217.9002
MEM 467.953125 1725060218.0006
MEM 646.187500 1725060218.1011
MEM 507.953125 1725060218.2015
MEM 436.039062 1725060218.3018
MEM 511.953125 1725060218.4022
MEM 720.187500 1725060218.5027
MEM 541.953125 1725060218.6031
MEM 726.187500 1725060218.7035
MEM 515.953125 1725060218.8040
MEM 706.187500 1725060218.9046
MEM 457.953125 1725060219.0050
MEM 598.187500 1725060219.1054
MEM 374.421875 1725060219.2059
MEM 564.187500 1725060219.3069
MEM 398.421875 1725060219.4072
MEM 546.187500 1725060219.5076
MEM 256.421875 1725060219.6081
MEM 607.953125 1725060219.7084
MEM 710.187500 1725060219.8089
MEM 543.953125 1725060219.9094
MEM 696.187500 1725060220.0099
MEM 294.421875 1725060220.1104
MEM 452.039062 1725060220.2109
MEM 318.421875 1725060220.3113
MEM 480.039062 1725060220.4117
MEM 200.421875 1725060220.5121
MEM 677.953125 1725060220.6127
MEM 264.421875 1725060220.7133
MEM 460.039062 1725060220.8140
MEM 234.421875 1725060220.9145
MEM 683.953125 1725060221.0150
MEM 192.273438 1725060221.1154
MEM 659.953125 1725060221.2158
MEM 168.273438 1725060221.3163
MEM 597.953125 1725060221.4167
MEM 436.039062 1725060221.5173
MEM 583.953125 1725060221.6177
MEM 436.039062 1725060221.7181
MEM 493.953125 1725060221.8185
MEM 675.953125 1725060221.9189
MEM 188.273438 1725060222.0194
MEM 709.953125 1725060222.1197
MEM 220.421875 1725060222.2202
MEM 679.953125 1725060222.3206
MEM 212.421875 1725060222.4210
MEM 725.953125 1725060222.5214
MEM 144.273438 1725060222.6218
MEM 581.953125 1725060222.7223
MEM 436.039062 1725060222.8226
MEM 613.953125 1725060222.9230
MEM 144.273438 1725060223.0234
MEM 615.953125 1725060223.1238
MEM 436.039062 1725060223.2242
MEM 635.953125 1725060223.3246
MEM 186.273438 1725060223.4252
MEM 643.953125 1725060223.5256
MEM 156.273438 1725060223.6260
MEM 667.953125 1725060223.7265
MEM 144.273438 1725060223.8269
MEM 144.273438 1725060223.9273
MEM 144.273438 1725060224.0278
MEM 144.273438 1725060224.1282
MEM 144.273438 1725060224.2286
MEM 144.273438 1725060224.3290
MEM 144.273438 1725060224.4298
MEM 144.273438 1725060224.5304
MEM 144.273438 1725060224.6309
MEM 144.273438 1725060224.7312
MEM 144.273438 1725060224.8314
MEM 204.125000 1725060224.9318
MEM 144.312500 1725060225.0321
MEM 144.312500 1725060225.1325
MEM 226.125000 1725060225.2328
MEM 144.312500 1725060225.3331
MEM 232.300781 1725060225.4336
MEM 218.300781 1725060225.5341
MEM 196.046875 1725060225.6344
MEM 226.125000 1725060225.7349
MEM 212.125000 1725060225.8354
MEM 206.125000 1725060225.9357
MEM 184.566406 1725060226.0361
MEM 144.312500 1725060226.1366
MEM 242.125000 1725060226.2371
MEM 228.125000 1725060226.3375
MEM 196.046875 1725060226.4380
MEM 204.125000 1725060226.5384
MEM 144.312500 1725060226.6388
MEM 220.300781 1725060226.7392
MEM 218.125000 1725060226.8396
MEM 246.300781 1725060226.9402
MEM 228.125000 1725060227.0393
MEM 158.566406 1725060227.1397
MEM 144.312500 1725060227.2401
MEM 228.125000 1725060227.3405
MEM 222.125000 1725060227.4410
MEM 246.390625 1725060227.5413
MEM 246.390625 1725060227.6417
MEM 148.566406 1725060227.7420
MEM 184.785156 1725060227.8423
MEM 220.785156 1725060227.9427
MEM 256.785156 1725060228.0431
MEM 292.785156 1725060228.1434
MEM 328.785156 1725060228.2438
MEM 362.785156 1725060228.3441
MEM 398.785156 1725060228.4444
MEM 434.785156 1725060228.5448
MEM 468.785156 1725060228.6451
MEM 504.785156 1725060228.7455
MEM 540.785156 1725060228.8458
MEM 576.785156 1725060228.9461
MEM 614.785156 1725060229.0464
MEM 652.785156 1725060229.1468
MEM 688.785156 1725060229.2472
MEM 710.785156 1725060229.3474
MEM 710.785156 1725060229.4478
MEM 710.785156 1725060229.5484
MEM 710.785156 1725060229.6488
MEM 144.312500 1725060229.7493
MEM 144.312500 1725060229.8495
MEM 145.070312 1725060229.9499
MEM 147.132812 1725060230.0503
MEM 532.789062 1725060230.1507
MEM 906.789062 1725060230.2510
MEM 1214.789062 1725060230.3513
MEM 1501.945312 1725060230.4518
MEM 1771.945312 1725060230.5522
MEM 2039.945312 1725060230.6526
MEM 2313.945312 1725060230.7530
MEM 1662.367188 1725060230.8535
MEM 2388.367188 1725060230.9540
MEM 148.722656 1725060231.0545
MEM 782.789062 1725060231.1549
MEM 1427.945312 1725060231.2553
MEM 1889.945312 1725060231.3557
MEM 2351.945312 1725060231.4560
MEM 1856.367188 1725060231.5565
MEM 2434.367188 1725060231.6568
MEM 148.722656 1725060231.7572
MEM 470.789062 1725060231.8576
MEM 1036.789062 1725060231.9582
MEM 1379.945312 1725060232.0586
MEM 1791.945312 1725060232.1591
MEM 2155.945312 1725060232.2595
MEM 2369.945312 1725060232.3598
MEM 1730.367188 1725060232.4603
MEM 2328.367188 1725060232.5607
MEM 1292.300781 1725060232.6610
MEM 452.789062 1725060232.7615
MEM 1038.789062 1725060232.8620
MEM 1559.945312 1725060232.9624
MEM 2029.945312 1725060233.0629
MEM 1384.300781 1725060233.1633
MEM 2082.367188 1725060233.2639
MEM 1292.300781 1725060233.3642
MEM 148.722656 1725060233.4646
MEM 686.789062 1725060233.5650
MEM 1288.789062 1725060233.6654
MEM 1723.945312 1725060233.7658
MEM 2197.945312 1725060233.8662
MEM 1644.367188 1725060233.9667
MEM 2228.367188 1725060234.0671
MEM 2434.367188 1725060234.1675
MEM 376.789062 1725060234.2679
MEM 980.789062 1725060234.3684
MEM 1491.945312 1725060234.4688
MEM 1959.945312 1725060234.5691
MEM 2425.945312 1725060234.6699
MEM 1970.367188 1725060234.7703
MEM 2434.367188 1725060234.8707
MEM 148.722656 1725060234.9710
MEM 586.789062 1725060235.0715
MEM 1190.789062 1725060235.1720
MEM 1675.945312 1725060235.2724
MEM 2107.945312 1725060235.3729
MEM 1490.367188 1725060235.4733
MEM 2210.367188 1725060235.5738
MEM 1292.300781 1725060235.6742
MEM 586.789062 1725060235.7747
MEM 1212.789062 1725060235.8752
MEM 1707.945312 1725060235.9757
MEM 2179.945312 1725060236.0762
MEM 1608.367188 1725060236.1766
MEM 2314.367188 1725060236.2771
MEM 1292.300781 1725060236.3776
MEM 148.722656 1725060236.4780
MEM 688.789062 1725060236.5784
MEM 1291.851562 1725060236.6788
MEM 1733.945312 1725060236.7792
MEM 2209.945312 1725060236.8796
MEM 1634.367188 1725060236.9800
MEM 2362.367188 1725060237.0805
MEM 1292.300781 1725060237.1808
MEM 644.789062 1725060237.2812
MEM 1108.789062 1725060237.3818
MEM 1519.945312 1725060237.4825
MEM 1835.945312 1725060237.5829
MEM 2141.945312 1725060237.6833
MEM 1354.300781 1725060237.7838
MEM 1968.367188 1725060237.8842
MEM 2434.367188 1725060237.9846
MEM 1292.300781 1725060238.0849
MEM 198.722656 1725060238.1854
MEM 726.789062 1725060238.2859
MEM 1250.789062 1725060238.3863
MEM 1417.945312 1725060238.4867
MEM 1703.945312 1725060238.5871
MEM 2031.945312 1725060238.6878
MEM 2253.945312 1725060238.7883
MEM 1298.300781 1725060238.8888
MEM 1798.367188 1725060238.9893
MEM 2400.367188 1725060239.0897
MEM 241.144531 1725060239.1900
MEM 598.789062 1725060239.2905
MEM 1104.789062 1725060239.3909
MEM 1525.945312 1725060239.4914
MEM 1873.945312 1725060239.5917
MEM 2209.945312 1725060239.6923
MEM 1506.367188 1725060239.7935
MEM 2112.367188 1725060239.8940
MEM 2434.367188 1725060239.9945
MEM 148.722656 1725060240.0948
MEM 220.722656 1725060240.1953
MEM 740.789062 1725060240.2957
MEM 1236.789062 1725060240.3961
MEM 1615.945312 1725060240.4965
